proteinname,go_IC
kin1,mitotic cell cycle
kin1,protein phosphorylation
kin1,exocytosis
kin1,phosphorylation
kin1,intracellular signal transduction
kin1,protein autophosphorylation
ylr030w,biological_process unknown
apm4,transport
apm4,intracellular protein transport
apm4,endocytosis
apm4,protein transport
apm4,vesicle-mediated transport
irc10,biological_process unknown
ynl234w,biological_process unknown
ynl234w,oxygen transport
bdf2,DNA repair
bdf2,"transcription, DNA-templated"
bdf2,"regulation of transcription, DNA-templated"
bdf2,cellular response to DNA damage stimulus
bdf2,sporulation resulting in formation of a cellular spore
bdf2,negative regulation of heterochromatin assembly
yrf1-5p,telomere maintenance via recombination
yrf1-5p,DNA duplex unwinding
erg3,lipid metabolic process
erg3,fatty acid biosynthetic process
erg3,steroid biosynthetic process
erg3,ergosterol biosynthetic process
erg3,steroid metabolic process
erg3,sterol biosynthetic process
erg3,oxidation-reduction process
met7,one-carbon metabolic process
met7,biosynthetic process
met7,folic acid-containing compound biosynthetic process
met7,tetrahydrofolylpolyglutamate biosynthetic process
cdc6,G1/S transition of mitotic cell cycle
cdc6,DNA replication
cdc6,pre-replicative complex assembly involved in nuclear cell cycle DNA replication
cdc6,DNA replication initiation
cdc6,cell cycle
cdc6,regulation of DNA-dependent DNA replication initiation
cdc6,regulation of chromatin silencing at telomere
cdc6,cell division
kti12,tRNA wobble uridine modification
kti12,"transcription, DNA-templated"
kti12,"regulation of transcription, DNA-templated"
kti12,regulation of transcription from RNA polymerase II promoter
kti12,cell growth
saf1,protein ubiquitination
saf1,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
vps9,vacuole inheritance
vps9,protein targeting to vacuole
vps9,Golgi to endosome transport
vps9,late endosome to vacuole transport via multivesicular body sorting pathway
vps9,protein localization to endosome
vps9,positive regulation of GTPase activity
qri5,mRNA processing
meh1,regulation of receptor recycling
meh1,transport
meh1,autophagy
meh1,vacuolar acidification
meh1,lysosome organization
meh1,protein transport
meh1,lysosomal microautophagy
meh1,positive regulation of TOR signaling
meh1,endosome localization
meh1,cholesterol homeostasis
meh1,positive regulation of MAPK cascade
meh1,cellular response to amino acid stimulus
meh1,protein localization to vacuole
atp1,ATP biosynthetic process
atp1,transport
atp1,ion transport
atp1,ATP synthesis coupled proton transport
atp1,ATP hydrolysis coupled proton transport
atp1,proton transport
atp1,ATP metabolic process
atp1,ATP hydrolysis coupled cation transmembrane transport
egd2,posttranslational protein targeting to endoplasmic reticulum membrane
egd2,transport
egd2,protein transport
egd2,'de novo' cotranslational protein folding
mss1,tRNA modification
mss1,small GTPase mediated signal transduction
mss1,tRNA processing
mss1,tRNA methylation
mss1,mitochondrial tRNA wobble uridine modification
rad26,histone H2A-H2B dimer displacement
rad26,DNA repair
rad26,transcription-coupled nucleotide-excision repair
rad26,nucleotide-excision repair
rad26,cellular response to DNA damage stimulus
iah1,acetate metabolic process
iah1,lipid metabolic process
iah1,lipid catabolic process
rio1,mitotic S phase
rio1,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
rio1,protein phosphorylation
rio1,cell cycle
rio1,negative regulation of transcription from RNA polymerase I promoter during mitotic cell cycle
rio1,regulation of exit from mitosis
rio1,phosphorylation
rio1,ribosome biogenesis
rio1,protein autophosphorylation
rio1,cell division
rio1,positive regulation of rRNA processing
swt21,"mRNA splicing, via spliceosome"
swt21,mRNA processing
swt21,RNA splicing
ymr141c,biological_process unknown
emc6,autophagosome assembly
emc6,protein folding in endoplasmic reticulum
ycr061w,regulation of cell size
rgc1,cell cycle
rgc1,positive regulation of glycerol transport
kap104,"protein import into nucleus, translocation"
kap104,protein import into nucleus
kap104,NLS-bearing protein import into nucleus
kap104,mRNA-binding (hnRNP) protein import into nucleus
kap104,ribosomal protein import into nucleus
kap104,transport
kap104,cell cycle
kap104,exit from mitosis
kap104,protein transport
kap104,transcription factor import into nucleus
kap104,mRNA transport
orc4,DNA replication
orc4,pre-replicative complex assembly involved in nuclear cell cycle DNA replication
orc4,DNA replication initiation
orc4,chromatin silencing at silent mating-type cassette
ent1,actin cortical patch assembly
ent1,endocytosis
ent1,actin filament organization
trs65,protein complex assembly
trs65,transport
trs65,intra-Golgi vesicle-mediated transport
trs65,positive regulation of GTPase activity
trs65,beta-glucan biosynthetic process
trs65,cell wall organization
ykl050c,biological_process unknown
ykl050c,eisosome assembly
hit1,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
hit1,box C/D snoRNP assembly
hit1,biological_process unknown
lsg1,ribosomal large subunit assembly
lsg1,ribosomal subunit export from nucleus
lsg1,conjugation with cellular fusion
lsg1,transport
lsg1,protein transport
lsg1,ascospore formation
agx1,glycine biosynthetic process
agx1,metabolic process
agx1,"glycine biosynthetic process, by transamination of glyoxylate"
rsa1,ribosomal large subunit assembly
rsa1,box C/D snoRNP assembly
rsa1,ribosome biogenesis
rpf1,ribosomal large subunit assembly
rpf1,ribosomal large subunit export from nucleus
rpf1,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
rpf1,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
rpf1,rRNA processing
rpf1,ribosome biogenesis
rpi1,Ras protein signal transduction
rpi1,fungal-type cell wall biogenesis
rpi1,positive regulation of transcription from RNA polymerase II promoter
rpi1,regulation of catalytic activity
mrp7,translation
mrp7,mitochondrial translation
yjl144w,cellular response to water deprivation
hom6,cellular amino acid metabolic process
hom6,cellular amino acid biosynthetic process
hom6,branched-chain amino acid biosynthetic process
hom6,methionine biosynthetic process
hom6,threonine biosynthetic process
hom6,lysine biosynthetic process via diaminopimelate
hom6,homoserine biosynthetic process
hom6,isoleucine biosynthetic process
hom6,phosphorylation
hom6,oxidation-reduction process
hsl7,G2/M transition of mitotic cell cycle
hsl7,"regulation of transcription, DNA-templated"
hsl7,protein methylation
hsl7,cell cycle
hsl7,histone methylation
hsl7,"peptidyl-arginine methylation, to symmetrical-dimethyl arginine"
hsl7,methylation
hsl7,histone arginine methylation
hsl7,peptidyl-arginine N-methylation
hsl7,peptidyl-arginine omega-N-methylation
hsl7,cellular protein catabolic process
hsl7,cell division
hsl7,regulation of cell cycle
tos1,biological_process unknown
aad14,cellular aldehyde metabolic process
aad14,oxidation-reduction process
pry1,transport
pry1,lipid transport
pry1,sterol transport
ckb1,regulation of transcription from RNA polymerase I promoter
ckb1,regulation of transcription from RNA polymerase III promoter
ckb1,protein phosphorylation
ckb1,cellular response to DNA damage stimulus
ckb1,signal transduction
ckb1,peptidyl-serine phosphorylation
ckb1,peptidyl-threonine phosphorylation
ckb1,regulation of protein kinase activity
ckb1,negative regulation of protein serine/threonine kinase activity
ckb1,regulation of protein serine/threonine phosphatase activity
apc1,cell cycle
apc1,metaphase/anaphase transition of mitotic cell cycle
apc1,exit from mitosis
apc1,protein ubiquitination
apc1,anaphase-promoting complex-dependent catabolic process
apc1,cell division
ygr201c,translational elongation
ygr201c,glutathione metabolic process
ygr201c,biological_process unknown
ynl058c,biological_process unknown
cdc60,translation
cdc60,tRNA aminoacylation for protein translation
cdc60,leucyl-tRNA aminoacylation
cdc60,regulation of translational fidelity
cdc60,regulation of TOR signaling
fap1,negative regulation of transcription from RNA polymerase II promoter
fap1,"transcription, DNA-templated"
fap1,"regulation of transcription, DNA-templated"
fap1,transcription from RNA polymerase II promoter
fap1,biological_process unknown
aha1,protein folding
aha1,response to stress
aha1,positive regulation of ATPase activity
aha1,cellular response to heat
mtg2,cytoplasmic translation
mtg2,translation
sth1,G2/M transition of mitotic cell cycle
sth1,base-excision repair
sth1,double-strand break repair
sth1,nucleosome disassembly
sth1,"transcription, DNA-templated"
sth1,"regulation of transcription, DNA-templated"
sth1,transcription elongation from RNA polymerase II promoter
sth1,cytoskeleton organization
sth1,cell cycle
sth1,chromosome segregation
sth1,covalent chromatin modification
sth1,nucleosome positioning
sth1,chromatin remodeling at centromere
sth1,ATP-dependent chromatin remodeling
sth1,transfer RNA gene-mediated silencing
yng1,chromatin organization
yng1,"transcription, DNA-templated"
yng1,"regulation of transcription, DNA-templated"
yng1,histone acetylation
yng1,positive regulation of transcription elongation from RNA polymerase II promoter
atp14,ATP biosynthetic process
atp14,transport
atp14,ion transport
atp14,ATP synthesis coupled proton transport
atp14,proton transport
atp14,mitochondrial proton-transporting ATP synthase complex assembly
atp14,cristae formation
atp14,ATP hydrolysis coupled cation transmembrane transport
sme1,spliceosomal snRNP assembly
sme1,"mRNA splicing, via spliceosome"
sme1,mRNA processing
sme1,RNA splicing
ira2,response to stress
ira2,signal transduction
ira2,negative regulation of cAMP biosynthetic process
ira2,cellular response to oxidative stress
ira2,regulation of GTPase activity
ira2,positive regulation of GTPase activity
ira2,negative regulation of Ras protein signal transduction
ira2,regulation of small GTPase mediated signal transduction
ira2,cellular response to hydrogen peroxide
ira2,cellular response to cold
ira2,cellular response to metal ion
yol036w,biological_process unknown
aro2,response to stress
aro2,cellular amino acid biosynthetic process
aro2,aromatic amino acid family biosynthetic process
aro2,chorismate biosynthetic process
aro2,oxidation-reduction process
mrpl27,translation
mrpl27,mitochondrial translation
mss116,Group I intron splicing
mss116,Group II intron splicing
mss116,transcription elongation from mitochondrial promoter
mss116,mRNA processing
mss116,regulation of translation
mss116,RNA splicing
mss116,RNA secondary structure unwinding
mss116,RNA folding
sip3,intracellular sterol transport
sip3,positive regulation of transcription from RNA polymerase II promoter
pth4,translational termination
pth4,biological_process unknown
pth4,mitochondrial translation
pth4,mitochondrial translational termination
pth4,rescue of stalled ribosome
alg12,protein glycosylation
alg12,protein N-linked glycosylation
alg12,dolichol-linked oligosaccharide biosynthetic process
alg12,GPI anchor biosynthetic process
alg12,mannosylation
pkh3,MAPK cascade involved in cell wall organization or biogenesis
pkh3,protein phosphorylation
pkh3,phosphorylation
pkh3,peptidyl-serine phosphorylation
yfr045w,transport
yfr045w,transmembrane transport
inp51,lipid metabolic process
inp51,transport
inp51,endocytosis
inp51,protein transport
inp51,phosphatidylinositol phosphorylation
inp51,phosphatidylinositol dephosphorylation
nsr1,ribosomal small subunit assembly
nsr1,rRNA processing
nsr1,response to stress
rrt5,"transcription, DNA-templated"
rrt5,"regulation of transcription, DNA-templated"
rrt5,biological_process unknown
mf(alpha)2,pheromone-dependent signal transduction involved in conjugation with cellular fusion
mf(alpha)2,mating
mf(alpha)2,sexual reproduction
dcp2,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
dcp2,deadenylation-dependent decapping of nuclear-transcribed mRNA
dcp2,mRNA processing
dcp2,deadenylation-independent decapping of nuclear-transcribed mRNA
dcp2,stress granule assembly
dcp2,positive regulation of transcription initiation from RNA polymerase II promoter
she10,biological_process unknown
she10,sporulation resulting in formation of a cellular spore
she10,ascospore wall assembly
rsc2,double-strand break repair via homologous recombination
rsc2,plasmid maintenance
rsc2,double-strand break repair via nonhomologous end joining
rsc2,nucleosome disassembly
rsc2,chromatin remodeling
rsc2,"transcription, DNA-templated"
rsc2,"regulation of transcription, DNA-templated"
rsc2,transcription elongation from RNA polymerase II promoter
rsc2,chromosome segregation
rsc2,sister chromatid cohesion
rsc2,covalent chromatin modification
rsc2,sporulation resulting in formation of a cellular spore
rsc2,ATP-dependent chromatin remodeling
rsc2,UV-damage excision repair
ste24,proteolysis
ste24,peptide pheromone maturation
ste24,protein processing
ste24,response to pheromone
ste24,peptide mating pheromone maturation involved in conjugation with cellular fusion
ste24,CAAX-box protein processing
lcp5,rRNA modification
lcp5,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
