proteinname,go_IC
rvb2,NuA4 histone acetyltransferase complex
rvb2,ASTRA complex
rvb2,R2TP complex
rpl23ap,cytoplasm
rpl23ap,ribosome
rpl23ap,cytosolic large ribosomal subunit
rpl23ap,intracellular ribonucleoprotein complex
asp3-1p,extracellular region
asp3-1p,nuclear envelope
asp3-1p,endoplasmic reticulum
asp3-1p,cell wall-bounded periplasmic space
asp3-1p,periplasmic space
yjl132w,fungal-type vacuole
yjl132w,proteinaceous extracellular matrix
yjl132w,extracellular space
yjl132w,membrane
yjl132w,integral component of membrane
cdc55,protein phosphatase type 2A complex
cdc55,fungal-type vacuole membrane
cdc55,nucleus
cdc55,cytoplasm
cdc55,cytosol
cdc55,cellular bud tip
cdc55,cellular bud neck
cdc55,mating projection tip
mkc7,fungal-type vacuole
mkc7,plasma membrane
mkc7,fungal-type cell wall
mkc7,membrane
mkc7,anchored component of membrane
alg1,endoplasmic reticulum
alg1,endoplasmic reticulum membrane
alg1,membrane
alg1,integral component of membrane
fmp32,mitochondrion
fmp32,membrane
fmp32,integral component of membrane
ost2,endoplasmic reticulum
ost2,endoplasmic reticulum membrane
ost2,oligosaccharyltransferase complex
ost2,membrane
ost2,integral component of membrane
cmc1,mitochondrion
cmc1,mitochondrial inner membrane
cmc1,mitochondrial intermembrane space
cmc1,membrane
cmc1,extrinsic component of mitochondrial inner membrane
rps17bp,intracellular
rps17bp,cytoplasm
rps17bp,ribosome
rps17bp,cytosolic small ribosomal subunit
rps17bp,intracellular ribonucleoprotein complex
bdh2,nucleus
bdh2,cytoplasm
mrpl8,intracellular
mrpl8,mitochondrion
mrpl8,mitochondrial large ribosomal subunit
mrpl8,ribosome
mrpl8,intracellular ribonucleoprotein complex
asn1,cytoplasm
asn1,cytosol
dsn1,MIS12/MIND type complex
dsn1,"chromosome, centromeric region"
dsn1,kinetochore
dsn1,condensed chromosome kinetochore
dsn1,nuclear MIS12/MIND complex
dsn1,spindle pole
dsn1,condensed nuclear chromosome inner kinetochore
dsn1,nucleus
dsn1,chromosome
ecm23,cellular_component unknown
ecm23,nucleus
ecm23,transcription factor complex
gpi8,endoplasmic reticulum
gpi8,endoplasmic reticulum membrane
gpi8,membrane
gpi8,integral component of membrane
gpi8,GPI-anchor transamidase complex
imd4,cytoplasm
yfl068w,cellular_component unknown
yfl068w,cytosol
yfl068w,membrane
yfl068w,integral component of membrane
cna1,cytoplasm
cna1,calcineurin complex
avo2,nucleus
avo2,cytoplasm
avo2,vacuole
avo2,vacuolar membrane
avo2,cytosol
avo2,plasma membrane
avo2,membrane
avo2,TORC2 complex
uip5,Golgi membrane
uip5,fungal-type vacuole
uip5,nucleus
uip5,nuclear envelope
uip5,endoplasmic reticulum membrane
uip5,endoplasmic reticulum-Golgi intermediate compartment
uip5,membrane
uip5,integral component of membrane
uip5,ER to Golgi transport vesicle
uip5,nuclear membrane
lia1,nucleus
lia1,cytoplasm
fir1,cellular bud neck
rcn1,cytoplasm
cog7,Golgi membrane
cog7,mitochondrion
cog7,Golgi apparatus
cog7,cytosol
cog7,membrane
cog7,Golgi transport complex
dog2,nucleus
dog2,cytoplasm
tfc8,transcription factor TFIIIC complex
tfc8,nucleus
rec114,condensed nuclear chromosome
rec114,nucleus
rec114,chromosome
rrp42,nuclear exosome (RNase complex)
rrp42,cytoplasmic exosome (RNase complex)
rrp42,exosome (RNase complex)
rrp42,nucleus
rrp42,nucleolus
rrp42,cytoplasm
fes1,cytoplasm
fes1,cytosol
fes1,cytosolic ribosome
ubc5,proteasome complex
vps33,fungal-type vacuole
vps33,fungal-type vacuole membrane
vps33,vacuole
vps33,cytosol
vps33,HOPS complex
vps33,CORVET complex
ima5,cellular_component unknown
fmp30,mitochondrion
fmp30,membrane
fmp30,integral component of membrane
fmp30,integral component of mitochondrial inner membrane
fmp30,mitochondrial membrane
yil152w,cellular_component unknown
isw1,nucleus
isw1,Isw1 complex
isw1,nucleolar chromatin
isw1,Isw1a complex
isw1,Isw1b complex
dph1,cytoplasm
erv15,endoplasmic reticulum
erv15,membrane
erv15,integral component of membrane
erv15,ER to Golgi transport vesicle
yjr096w,nucleus
yjr096w,cytoplasm
mdm10,mitochondrial sorting and assembly machinery complex
mdm10,mitochondrion
mdm10,mitochondrial outer membrane
mdm10,membrane
mdm10,integral component of membrane
mdm10,ERMES complex
shy1,mitochondrion
shy1,mitochondrial inner membrane
shy1,membrane
shy1,integral component of membrane
skn1,plasma membrane
skn1,membrane
skn1,integral component of membrane
skn1,integral component of endoplasmic reticulum membrane
hap1,nucleus
hap1,mitochondrion
nop6,nucleus
nop6,nucleolus
nop6,90S preribosome
nop6,"preribosome, large subunit precursor"
nop6,"preribosome, small subunit precursor"
eno2,phosphopyruvate hydratase complex
eno2,fungal-type vacuole
eno2,cytoplasm
eno2,mitochondrion
eno2,cytosol
eno2,plasma membrane
eno2,cytoplasmic side of plasma membrane
yor012w,cellular_component unknown
rpp1,ribonuclease MRP complex
rpp1,nucleus
rpp1,nucleolar ribonuclease P complex
rpp1,cytosol
him1,cellular_component unknown
ykl097c,cellular_component unknown
snm1,ribonuclease MRP complex
snm1,nucleus
snm1,nucleolar ribonuclease P complex
inp52,cytoplasm
inp52,cytoskeleton
inp52,actin cortical patch
inp52,mating projection tip
amf1,plasma membrane
amf1,membrane
amf1,integral component of membrane
amf1,cell periphery
gsy1,cytoplasm
gsy1,mitochondrion
yil092w,nucleus
yil092w,cytoplasm
yil092w,membrane
yil092w,integral component of membrane
sfh1,nuclear chromosome
sfh1,nucleus
sfh1,RSC complex
rps10bp,cytoplasm
rps10bp,ribosome
rps10bp,cytosolic small ribosomal subunit
rps10bp,intracellular ribonucleoprotein complex
fmp48,nucleus
fmp48,mitochondrion
cos5,fungal-type vacuole
cos5,endosome
cos5,membrane
cos5,integral component of membrane
hem4,cellular_component unknown
yvc1,fungal-type vacuole
yvc1,fungal-type vacuole membrane
yvc1,vacuole
yvc1,vacuolar membrane
yvc1,integral component of plasma membrane
yvc1,membrane
yvc1,integral component of membrane
yvc1,vacuole-mitochondrion membrane contact site
srp72,nucleus
srp72,cytoplasm
srp72,endoplasmic reticulum
srp72,"signal recognition particle, endoplasmic reticulum targeting"
srp72,endoplasmic reticulum membrane
srp72,membrane
srp72,intracellular ribonucleoprotein complex
srp72,signal recognition particle
"ade5,7p",cytoplasm
mkt1,P-body
mkt1,cytoplasm
mkt1,polysome
mkt1,cytoplasmic stress granule
mkt1,nuclear periphery
duo1,"chromosome, centromeric region"
duo1,kinetochore
duo1,condensed chromosome kinetochore
duo1,condensed nuclear chromosome kinetochore
duo1,spindle pole
duo1,nucleus
duo1,chromosome
duo1,cytoplasm
duo1,spindle pole body
duo1,spindle
duo1,cytoskeleton
duo1,microtubule
duo1,spindle microtubule
duo1,DASH complex
duo1,mitotic spindle
pyk2,cytoplasm
pyk2,mitochondrion
asr1,nucleus
asr1,cytoplasm
myo4,mitochondrion
myo4,cellular bud
myo4,cellular bud tip
myo4,myosin complex
myo4,myosin V complex
myo4,filamentous actin
tfg1,nucleus
tfg1,transcription factor TFIIF complex
dpl1,endoplasmic reticulum
dpl1,cortical endoplasmic reticulum
dpl1,perinuclear endoplasmic reticulum
hpf1,extracellular region
hpf1,cell wall
hpf1,fungal-type cell wall
hpf1,membrane
hpf1,anchored component of membrane
hpf1,cell periphery
aro80,nucleus
yck1,nucleus
yck1,mitochondrion
yck1,endoplasmic reticulum
yck1,plasma membrane
yck1,membrane
yck1,cell periphery
rps6bp,intracellular
rps6bp,nucleus
rps6bp,nucleolus
rps6bp,cytoplasm
rps6bp,ribosome
rps6bp,cytosolic small ribosomal subunit
rps6bp,intracellular ribonucleoprotein complex
rps6bp,small-subunit processome
bud21,nucleus
bud21,nucleolus
bud21,intracellular ribonucleoprotein complex
bud21,90S preribosome
bud21,small-subunit processome
pus7,nucleus
pus7,cytoplasm
sec8,incipient cellular bud site
sec8,exocyst
sec8,prospore membrane
sec8,cytoplasm
sec8,plasma membrane
sec8,cellular bud tip
sec8,cellular bud neck
sec8,membrane
sec8,mating projection tip
pah1,nucleus
pah1,cytoplasm
pah1,vacuole
pah1,endoplasmic reticulum
pah1,endoplasmic reticulum membrane
pah1,lipid particle
pah1,cytosol
pah1,membrane
pah1,extrinsic component of membrane
pah1,nuclear membrane
rad5,"chromosome, telomeric region"
rad5,nuclear chromatin
rad5,nucleus
rad5,cytoplasm
yrf1-3p,nucleus
put2,mitochondrion
put2,mitochondrial inner membrane
put2,mitochondrial matrix
put2,membrane
cit2,cytoplasm
cit2,mitochondrion
cit2,peroxisome
ydr114c,cellular_component unknown
rrt7,cellular_component unknown
rrt7,membrane
rrt7,integral component of membrane
rib1,nucleus
rib1,cytoplasm
rxt3,nucleus
rxt3,Rpd3L complex
rxt3,Rpd3L-Expanded complex
mam3,fungal-type vacuole membrane
mam3,vacuole
mam3,vacuolar membrane
mam3,endoplasmic reticulum
mam3,membrane
mam3,integral component of membrane
csl4,nuclear exosome (RNase complex)
csl4,cytoplasmic exosome (RNase complex)
csl4,exosome (RNase complex)
csl4,nucleus
csl4,nucleolus
csl4,cytoplasm
rpl19bp,intracellular
rpl19bp,cytoplasm
rpl19bp,ribosome
rpl19bp,cytosolic large ribosomal subunit
rpl19bp,intracellular ribonucleoprotein complex
rpl19bp,"preribosome, large subunit precursor"
trm1,nucleus
trm1,nuclear envelope
trm1,nuclear inner membrane
trm1,mitochondrion
trm1,membrane
yor292c,fungal-type vacuole
yor292c,vacuole
yor292c,vacuolar membrane
yor292c,membrane
yor292c,integral component of membrane
sop4,endoplasmic reticulum
sop4,endoplasmic reticulum membrane
sop4,membrane
sop4,integral component of membrane
osw2,prospore membrane
osw2,cytoplasm
osw2,membrane
osw2,integral component of membrane
rlp24,nucleus
rlp24,nucleolus
rlp24,cytoplasm
rlp24,cytosolic large ribosomal subunit
rlp24,"preribosome, large subunit precursor"
aim7,intracellular
aim7,nucleus
aim7,cytoplasm
aim7,actin cortical patch
erg28,endoplasmic reticulum
erg28,endoplasmic reticulum membrane
erg28,membrane
erg28,integral component of membrane
ydr278c,cellular_component unknown
ydr278c,membrane
ydr278c,integral component of membrane
rpm2,P-body
rpm2,nucleus
rpm2,mitochondrion
rpm2,mitochondrial matrix
rpm2,ribonuclease P complex
rpm2,mitochondrial ribonuclease P complex
snu23,intracellular
snu23,nucleus
snu23,spliceosomal complex
snu23,intracellular ribonucleoprotein complex
snu23,U4/U6 x U5 tri-snRNP complex
sen2,tRNA-intron endonuclease complex
sen2,nucleus
sen2,mitochondrion
sen2,mitochondrial outer membrane
sen2,endomembrane system
sen2,membrane
ykr005c,cellular_component unknown
ykr005c,mitochondrion
ykr005c,membrane
ykr005c,integral component of membrane
ctf8,nucleus
ctf8,Ctf18 RFC-like complex
rps16ap,intracellular
rps16ap,cytoplasm
rps16ap,ribosome
rps16ap,cytosolic small ribosomal subunit
rps16ap,intracellular ribonucleoprotein complex
rps16ap,90S preribosome
bud31,nucleus
bud31,spliceosomal complex
bud31,U2 snRNP
pof1,cellular_component unknown
pof1,nucleus
pof1,cytoplasm
nab2,nucleus
nab2,cytoplasm
srp1,nuclear exosome (RNase complex)
srp1,nucleus
srp1,nuclear pore
srp1,nucleoplasm
srp1,cytoplasm
srp1,cytosol
srp1,integral component of membrane
srp1,perinuclear region of cytoplasm
erp3,endoplasmic reticulum
erp3,endoplasmic reticulum membrane
erp3,membrane
erp3,integral component of membrane
gph1,cytoplasm
gal10,cytosol
yel1,cytoplasm
yel1,plasma membrane
yel1,cellular bud tip
yel1,cellular bud neck
yel1,membrane
tma19,cytoplasm
tma19,mitochondrion
tma19,cytosol
tma19,ribosome
tma19,cytoskeleton
tma19,microtubule
tma19,cytoplasmic stress granule
fbp1,cytosol
fbp1,periplasmic space
ypl068c,nucleus
ncs6,cytoplasm
ncs6,mitochondrion
ncs6,cytosol
cdc8,nucleus
cdc8,cytoplasm
cdc8,mitochondrion
cdc8,cytosol
mgr1,mitochondrion
mgr1,mitochondrial inner membrane
mgr1,membrane
mgr1,integral component of membrane
mgr1,i-AAA complex
sis1,nucleus
sis1,cytoplasm
sis1,cytosolic small ribosomal subunit
ecm1,nucleus
ecm1,nucleolus
ecm1,cytoplasm
ecm1,"preribosome, large subunit precursor"
ppt2,mitochondrion
met5,fungal-type vacuole
met5,cytoplasm
met5,sulfite reductase complex (NADPH)
met5,cytoplasmic stress granule
met5,cell periphery
sdd2,nucleus
sdd2,cytoplasm
sdd2,cytosol
lsm6,P-body
lsm6,nucleus
lsm6,spliceosomal complex
lsm6,U6 snRNP
lsm6,nucleolus
lsm6,small nucleolar ribonucleoprotein complex
lsm6,cytoplasm
lsm6,intracellular ribonucleoprotein complex
lsm6,U4/U6 x U5 tri-snRNP complex
lsm6,Lsm1-7-Pat1 complex
mac1,nucleus
yjr039w,mitochondrion
pin2,fungal-type vacuole membrane
pin2,cellular_component unknown
pin2,plasma membrane
pin2,cellular bud neck
pin2,membrane
pin2,integral component of membrane
cdc4,nucleus
cdc4,nuclear matrix
cdc4,SCF ubiquitin ligase complex
cdc4,nuclear SCF ubiquitin ligase complex
ylr297w,fungal-type vacuole
ylr297w,fungal-type vacuole membrane
ylr297w,nucleus
ylr297w,cytoplasm
ylr297w,vacuole
ylr297w,vacuolar membrane
ylr297w,membrane
ylr297w,integral component of membrane
adr1,intracellular
adr1,nucleus
adr1,cytoplasm
adr1,cytosol
qdr1,plasma membrane
qdr1,membrane
qdr1,integral component of membrane
qdr1,cell periphery
hda1,nucleus
hda1,HDA1 complex
fus1,endoplasmic reticulum
fus1,trans-Golgi network
fus1,integral component of plasma membrane
fus1,cell cortex
fus1,membrane
fus1,integral component of membrane
fus1,mating projection tip
rrp46,nuclear exosome (RNase complex)
rrp46,cytoplasmic exosome (RNase complex)
rrp46,exosome (RNase complex)
rrp46,nucleus
rrp46,nucleolus
rrp46,cytoplasm
yhi9,cellular_component unknown
pop5,ribonuclease MRP complex
pop5,nucleus
pop5,nucleolar ribonuclease P complex
pop5,cytoplasm
mrps12,intracellular
mrps12,mitochondrion
mrps12,mitochondrial ribosome
mrps12,mitochondrial small ribosomal subunit
mrps12,ribosome
mrps12,small ribosomal subunit
mrps12,intracellular ribonucleoprotein complex
zds2,nucleus
zds2,cytoplasm
zds2,cellular bud tip
zds2,cellular bud neck
zds2,cell septum
nup42,nucleus
nup42,nuclear pore
nup42,membrane
nup42,integral component of membrane
nup42,nuclear membrane
nup42,nuclear pore central transport channel
nup42,nuclear pore cytoplasmic filaments
ybr284w,cellular_component unknown
ybr284w,membrane
ybr284w,integral component of membrane
mso1,prospore membrane
mso1,nucleus
mso1,cytoplasm
mso1,cytosol
mso1,plasma membrane
mso1,cellular bud tip
mso1,cellular bud neck
mso1,SNARE complex
mso1,cellular bud membrane
msb4,incipient cellular bud site
msb4,polarisome
msb4,intracellular
msb4,cytoplasm
msb4,cellular bud
msb4,cellular bud tip
msb4,cellular bud neck
msb4,endomembrane system
atg34,cytosol
atg34,membrane
atg34,pre-autophagosomal structure membrane
atg34,CVT complex
nrd1,nucleus
nrd1,Nrd1 complex
spp41,nucleus
spp41,cytosol
utp20,nucleus
utp20,nucleoplasm
utp20,nucleolus
utp20,cytoplasm
utp20,intracellular ribonucleoprotein complex
utp20,90S preribosome
utp20,"preribosome, small subunit precursor"
utp20,small-subunit processome
arl1,intracellular
arl1,Golgi apparatus
arl1,trans-Golgi network
arl1,cytosol
qns1,nucleus
qns1,cytoplasm
ccz1,endosome
ccz1,late endosome
ccz1,vacuole
ccz1,vacuolar membrane
ccz1,cytosol
ccz1,membrane
ccz1,late endosome membrane
ccz1,multivesicular body membrane
ccz1,Mon1-Ccz1 complex
met10,sulfite reductase complex (NADPH)
dhr2,nucleus
dhr2,spliceosomal complex
dhr2,nucleolus
dhr2,cytoplasm
yil055c,cellular_component unknown
yil055c,mitochondrion
nit3,cytoplasm
nit3,mitochondrion
ktr6,fungal-type vacuole
ktr6,Golgi apparatus
ktr6,membrane
ktr6,integral component of membrane
ynr014w,cytoplasm
cox23,cytoplasm
cox23,mitochondrion
cox23,mitochondrial intermembrane space
yer152c,nucleus
yer152c,cytoplasm
bre2,"chromosome, telomeric region"
bre2,nucleus
bre2,chromosome
bre2,Set1C/COMPASS complex
apm1,clathrin-coated pit
apm1,membrane
apm1,AP-1 adaptor complex
apm1,clathrin adaptor complex
apm1,clathrin-coated vesicle membrane
apm1,cytoplasmic vesicle
rsp5,ubiquitin ligase complex
rsp5,intracellular
rsp5,nucleus
rsp5,cytoplasm
rsp5,mitochondrion
rsp5,Golgi apparatus
rsp5,cytoskeleton
rsp5,plasma membrane
rsp5,cellular bud tip
rsp5,endosome membrane
rsp5,actin cortical patch
rsp5,extrinsic component of cytoplasmic side of plasma membrane
drn1,nucleus
drn1,cytoplasm
drn1,cytosol
bsc1,cellular_component unknown
sir3,"chromosome, telomeric region"
sir3,nuclear telomere cap complex
sir3,"nuclear chromosome, telomeric region"
sir3,nucleus
sir3,chromatin silencing complex
sir3,nuclear heterochromatin
sir3,nuclear telomeric heterochromatin
sir3,nucleolus
sir3,mitochondrion
ecm34,cellular_component unknown
ecm34,cytosol
ecm34,membrane
ecm34,integral component of membrane
phr1,nucleus
phr1,cytoplasm
phr1,mitochondrion
ncb2,intracellular
ncb2,nucleus
ncb2,negative cofactor 2 complex
sge1,endoplasmic reticulum
sge1,integral component of plasma membrane
sge1,membrane
sge1,integral component of membrane
yll053c,integral component of plasma membrane
yll053c,membrane
yll053c,integral component of membrane
cbp2,mitochondrion
snx41,endosome
snx41,late endosome
snx41,cytosol
snx41,endosome membrane
snx41,membrane
snx41,extrinsic component of membrane
war1,nucleus
war1,mitochondrion
"arg5,6p",cytoplasm
"arg5,6p",mitochondrion
"arg5,6p",mitochondrial matrix
utp30,nucleus
utp30,nucleolus
utp30,large ribosomal subunit
utp30,cytosolic large ribosomal subunit
utp30,90S preribosome
pre1,proteasome complex
pre1,nucleus
pre1,cytoplasm
pre1,endoplasmic reticulum membrane
pre1,proteasome core complex
pre1,"proteasome core complex, beta-subunit complex"
pre1,proteasome storage granule
npl6,nucleus
npl6,RSC complex
sfb3,Golgi membrane
sfb3,cytoplasm
sfb3,endoplasmic reticulum
sfb3,endoplasmic reticulum membrane
sfb3,Golgi apparatus
sfb3,membrane
sfb3,COPII vesicle coat
sfb3,mating projection tip
sfb3,cell periphery
rdi1,cytoplasm
rdi1,cytosol
rdi1,plasma membrane
rdi1,cellular bud tip
rdi1,cellular bud neck
cdc39,P-body
cdc39,nucleus
cdc39,cytoplasm
cdc39,CCR4-NOT core complex
hem2,nucleus
hem2,cytoplasm
hem2,cytosol
tat1,vacuole
tat1,endoplasmic reticulum
tat1,plasma membrane
tat1,integral component of plasma membrane
tat1,membrane
tat1,integral component of membrane
tat1,cell periphery
ygr273c,cellular_component unknown
pau3,cellular_component unknown
pau3,fungal-type cell wall
pau3,membrane
pau3,integral component of membrane
ena1,fungal-type vacuole
ena1,plasma membrane
ena1,integral component of plasma membrane
ena1,membrane
ena1,integral component of membrane
ena1,intracellular membrane-bounded organelle
ena1,cell periphery
coq6,mitochondrion
coq6,mitochondrial inner membrane
coq6,membrane
lhp1,nucleus
lhp1,nucleoplasm
lhp1,nucleolus
lhp1,intracellular ribonucleoprotein complex
sft2,Golgi trans cisterna
sft2,Golgi membrane
sft2,Golgi apparatus
sft2,cytosol
sft2,membrane
sft2,integral component of membrane
