proteinname,go_IC
fre5,metal ion binding
fre5,ferric-chelate reductase (NADPH) activity
bls1,molecular_function unknown
sxm1,Ran GTPase binding
sxm1,protein transporter activity
sic1,cyclin-dependent protein serine/threonine kinase inhibitor activity
utp15,snoRNA binding
ccp1,cytochrome-c peroxidase activity
ccp1,peroxidase activity
ccp1,oxidoreductase activity
ccp1,heme binding
ccp1,metal ion binding
not5,ubiquitin-protein transferase activity
not5,protein binding
ilv2,magnesium ion binding
ilv2,catalytic activity
ilv2,acetolactate synthase activity
ilv2,transferase activity
ilv2,thiamine pyrophosphate binding
ilv2,metal ion binding
ilv2,flavin adenine dinucleotide binding
prp24,nucleotide binding
prp24,nucleic acid binding
prp24,RNA binding
prp24,snRNA binding
prp24,U6 snRNA binding
pet100,unfolded protein binding
dak1,nucleotide binding
dak1,glycerone kinase activity
dak1,ATP binding
dak1,kinase activity
dak1,transferase activity
dak1,triokinase activity
kin82,nucleotide binding
kin82,protein kinase activity
kin82,protein serine/threonine kinase activity
kin82,ATP binding
kin82,kinase activity
kin82,transferase activity
kin82,"transferase activity, transferring phosphorus-containing groups"
pex5,peroxisome matrix targeting signal-1 binding
pex5,"protein binding, bridging"
gpp2,glycerol-1-phosphatase activity
gpp2,magnesium ion binding
gpp2,hydrolase activity
gpp2,metal ion binding
gpp2,sugar-phosphatase activity
yer189w,molecular_function unknown
arf2,nucleotide binding
arf2,GTPase activity
arf2,GTP binding
slh1,nucleotide binding
slh1,nucleic acid binding
slh1,RNA helicase activity
slh1,mRNA binding
slh1,helicase activity
slh1,ATP binding
slh1,ATP-dependent helicase activity
slh1,hydrolase activity
slh1,nucleoside-triphosphatase activity
rtn1,molecular_function unknown
env11,molecular_function unknown
env11,DNA binding
env11,metal ion binding
rds1,RNA polymerase II core promoter proximal region sequence-specific DNA binding
rds1,"RNA polymerase II transcription factor activity, sequence-specific DNA binding"
rds1,"transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding"
rds1,DNA binding
rds1,zinc ion binding
rds1,sequence-specific DNA binding
rds1,metal ion binding
sld5,molecular_function unknown
sld5,3'-5' DNA helicase activity
pau22,molecular_function unknown
pau22,structural constituent of cell wall
ydl057w,molecular_function unknown
ydl057w,acylglycerol lipase activity
ylr122c,molecular_function unknown
rvb2,nucleotide binding
rvb2,DNA helicase activity
rvb2,helicase activity
rvb2,ATP binding
rvb2,hydrolase activity
rvb2,nucleoside-triphosphatase activity
rvb2,ATP-dependent 3'-5' DNA helicase activity
rvb2,ATP-dependent 5'-3' DNA helicase activity
rpl23ap,structural constituent of ribosome
rpl23ap,large ribosomal subunit rRNA binding
asp3-1p,asparaginase activity
asp3-1p,hydrolase activity
yjl132w,molecular_function unknown
yjl132w,glycosylphosphatidylinositol phospholipase D activity
cdc55,protein serine/threonine phosphatase activity
cdc55,protein phosphatase regulator activity
mkc7,aspartic-type endopeptidase activity
mkc7,peptidase activity
mkc7,hydrolase activity
alg1,chitobiosyldiphosphodolichol beta-mannosyltransferase activity
alg1,transferase activity
alg1,"transferase activity, transferring glycosyl groups"
alg1,"beta-1,4-mannosyltransferase activity"
fmp32,molecular_function unknown
ost2,molecular_function unknown
ost2,oligosaccharyl transferase activity
ost2,dolichyl-diphosphooligosaccharide-protein glycotransferase activity
ost2,transferase activity
ost2,"transferase activity, transferring glycosyl groups"
cmc1,copper ion binding
cmc1,metal ion binding
rps17bp,structural constituent of ribosome
bdh2,nucleotide binding
bdh2,zinc ion binding
bdh2,oxidoreductase activity
bdh2,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
bdh2,metal ion binding
bdh2,diacetyl reductase ((R)-acetoin forming) activity
mrpl8,structural constituent of ribosome
asn1,nucleotide binding
asn1,asparagine synthase (glutamine-hydrolyzing) activity
asn1,ATP binding
asn1,ligase activity
asn1,protein homodimerization activity
dsn1,molecular_function unknown
ecm23,RNA polymerase II regulatory region sequence-specific DNA binding
ecm23,RNA polymerase II transcription factor binding
ecm23,"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding"
ecm23,chromatin binding
ecm23,"transcription factor activity, sequence-specific DNA binding"
ecm23,zinc ion binding
ecm23,sequence-specific DNA binding
ecm23,metal ion binding
gpi8,GPI-anchor transamidase activity
gpi8,cysteine-type endopeptidase activity
gpi8,peptidase activity
gpi8,cysteine-type peptidase activity
gpi8,hydrolase activity
imd4,nucleotide binding
imd4,mRNA binding
imd4,catalytic activity
imd4,IMP dehydrogenase activity
imd4,oxidoreductase activity
imd4,metal ion binding
yfl068w,molecular_function unknown
cna1,phosphoprotein phosphatase activity
cna1,calcium-dependent protein serine/threonine phosphatase activity
cna1,calmodulin binding
cna1,hydrolase activity
cna1,metal ion binding
avo2,molecular_function unknown
uip5,molecular_function unknown
uip5,mannose binding
lia1,monooxygenase activity
lia1,oxidoreductase activity
lia1,deoxyhypusine monooxygenase activity
lia1,metal ion binding
fir1,molecular_function unknown
rcn1,calcium-dependent protein serine/threonine phosphatase regulator activity
rcn1,protein phosphatase 2B binding
cog7,molecular_function unknown
dog2,magnesium ion binding
dog2,2-deoxyglucose-6-phosphatase activity
dog2,hydrolase activity
dog2,metal ion binding
tfc8,RNA polymerase III type 1 promoter sequence-specific DNA binding
tfc8,RNA polymerase III type 2 promoter sequence-specific DNA binding
tfc8,"transcription factor activity, RNA polymerase III type 1 promoter sequence-specific binding, TFIIIB recruiting"
tfc8,"transcription factor activity, RNA polymerase III type 2 promoter sequence-specific binding, TFIIIB recruiting"
tfc8,DNA binding
tfc8,"DNA binding, bending"
rec114,molecular_function unknown
rrp42,molecular_function unknown
rrp42,RNA binding
rrp42,AU-rich element binding
fes1,adenyl-nucleotide exchange factor activity
ubc5,nucleotide binding
ubc5,ubiquitin-protein transferase activity
ubc5,ATP binding
ubc5,transferase activity
ubc5,ligase activity
ubc5,acid-amino acid ligase activity
vps33,ATP binding
vps33,phosphatidylinositol binding
ima5,catalytic activity
ima5,"oligo-1,6-glucosidase activity"
ima5,hydrolase activity
ima5,"hydrolase activity, acting on glycosyl bonds"
ima5,cation binding
fmp30,zinc ion binding
fmp30,hydrolase activity
fmp30,metal ion binding
fmp30,N-acylphosphatidylethanolamine-specific phospholipase D activity
yil152w,molecular_function unknown
isw1,nucleotide binding
isw1,rDNA binding
isw1,nucleic acid binding
isw1,DNA binding
isw1,chromatin binding
isw1,helicase activity
isw1,ATP binding
isw1,hydrolase activity
isw1,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
isw1,ATPase activity
isw1,nucleosome binding
isw1,transcription regulatory region DNA binding
dph1,molecular_function unknown
erv15,molecular_function unknown
yjr096w,alditol
yjr096w,NADP+ 1-oxidoreductase activity
yjr096w,aldo-keto reductase (NADP) activity
yjr096w,oxidoreductase activity
mdm10,molecular_function unknown
shy1,unfolded protein binding
skn1,"hydrolase activity, hydrolyzing O-glycosyl compounds"
skn1,glucosidase activity
hap1,RNA polymerase II core promoter proximal region sequence-specific DNA binding
hap1,"RNA polymerase II transcription factor activity, sequence-specific DNA binding"
hap1,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding"
hap1,"RNA polymerase II transcription factor activity, sequence-specific transcription regulatory region DNA binding"
hap1,DNA binding
hap1,zinc ion binding
hap1,sequence-specific DNA binding
hap1,metal ion binding
nop6,nucleotide binding
nop6,nucleic acid binding
nop6,RNA binding
nop6,rRNA binding
nop6,snoRNA binding
eno2,magnesium ion binding
eno2,phosphopyruvate hydratase activity
eno2,lyase activity
eno2,metal ion binding
yor012w,molecular_function unknown
rpp1,ribonuclease MRP activity
rpp1,RNA binding
rpp1,catalytic activity
rpp1,ribonuclease P activity
rpp1,ribonuclease activity
rpp1,hydrolase activity
him1,nucleotide binding
him1,molecular_function unknown
ykl097c,molecular_function unknown
snm1,ribonuclease MRP activity
snm1,RNA binding
snm1,nuclease activity
snm1,ribonuclease P activity
snm1,hydrolase activity
snm1,rRNA primary transcript binding
inp52,phosphatidylinositol-3-phosphatase activity
inp52,"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity"
inp52,hydrolase activity
inp52,phosphoric ester hydrolase activity
inp52,phosphatidylinositol-4-phosphate phosphatase activity
inp52,"phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity"
amf1,molecular_function unknown
amf1,ammonium transmembrane transporter activity
gsy1,catalytic activity
gsy1,glycogen (starch) synthase activity
gsy1,transferase activity
gsy1,"transferase activity, transferring glycosyl groups"
yil092w,molecular_function unknown
sfh1,DNA translocase activity
rps10bp,structural constituent of ribosome
fmp48,nucleotide binding
fmp48,protein kinase activity
fmp48,protein serine/threonine kinase activity
fmp48,ATP binding
fmp48,kinase activity
fmp48,transferase activity
fmp48,"transferase activity, transferring phosphorus-containing groups"
cos5,molecular_function unknown
cos5,receptor activity
hem4,uroporphyrinogen-III synthase activity
hem4,lyase activity
yvc1,ion channel activity
yvc1,calcium activated cation channel activity
yvc1,voltage-gated ion channel activity
yvc1,calcium channel activity
yvc1,potassium channel activity
yvc1,sodium channel activity
srp72,molecular_function unknown
srp72,signal sequence binding
srp72,7S RNA binding
"ade5,7p",nucleotide binding
"ade5,7p",catalytic activity
"ade5,7p",phosphoribosylamine-glycine ligase activity
"ade5,7p",phosphoribosylformylglycinamidine cyclo-ligase activity
"ade5,7p",ATP binding
"ade5,7p",ligase activity
"ade5,7p",metal ion binding
mkt1,nuclease activity
mkt1,endodeoxyribonuclease activity
duo1,structural constituent of cytoskeleton
duo1,microtubule binding
duo1,microtubule plus-end binding
pyk2,nucleotide binding
pyk2,magnesium ion binding
pyk2,catalytic activity
pyk2,pyruvate kinase activity
pyk2,ATP binding
pyk2,kinase activity
pyk2,transferase activity
pyk2,potassium ion binding
pyk2,metal ion binding
asr1,ubiquitin-protein transferase activity
asr1,zinc ion binding
asr1,metal ion binding
myo4,microfilament motor activity
myo4,nucleotide binding
myo4,motor activity
myo4,actin binding
myo4,calmodulin binding
myo4,ATP binding
myo4,actin filament binding
tfg1,"transcription factor activity, core RNA polymerase II binding"
tfg1,"transcription factor activity, core RNA polymerase II recruiting"
tfg1,DNA binding
tfg1,catalytic activity
tfg1,protein phosphatase activator activity
dpl1,catalytic activity
dpl1,sphinganine-1-phosphate aldolase activity
dpl1,lyase activity
dpl1,carboxy-lyase activity
dpl1,pyridoxal phosphate binding
hpf1,glucosidase activity
aro80,"RNA polymerase II transcription factor activity, sequence-specific DNA binding"
aro80,nucleic acid binding transcription factor activity
aro80,DNA binding
aro80,zinc ion binding
aro80,sequence-specific DNA binding
aro80,metal ion binding
yck1,nucleotide binding
yck1,protein kinase activity
yck1,protein serine/threonine kinase activity
yck1,ATP binding
yck1,kinase activity
yck1,transferase activity
yck1,"transferase activity, transferring phosphorus-containing groups"
rps6bp,structural constituent of ribosome
bud21,snoRNA binding
pus7,RNA binding
pus7,pseudouridine synthase activity
pus7,isomerase activity
sec8,molecular_function unknown
pah1,transcription coactivator activity
pah1,phosphatidate phosphatase activity
pah1,hydrolase activity
pah1,transcription regulatory region DNA binding
rad5,nucleotide binding
rad5,four-way junction DNA binding
rad5,Y-form DNA binding
rad5,nucleic acid binding
rad5,DNA binding
rad5,helicase activity
rad5,ATP binding
rad5,DNA-dependent ATPase activity
rad5,zinc ion binding
rad5,four-way junction helicase activity
rad5,hydrolase activity
rad5,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
rad5,metal ion binding
yrf1-3p,nucleotide binding
yrf1-3p,nucleic acid binding
yrf1-3p,DNA helicase activity
yrf1-3p,helicase activity
yrf1-3p,ATP binding
yrf1-3p,ATP-dependent helicase activity
yrf1-3p,hydrolase activity
put2,1-pyrroline-5-carboxylate dehydrogenase activity
put2,aldehyde dehydrogenase (NAD) activity
put2,oxidoreductase activity
put2,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
cit2,citrate (Si)-synthase activity
cit2,transferase activity
cit2,"transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer"
ydr114c,molecular_function unknown
rrt7,molecular_function unknown
rib1,nucleotide binding
rib1,GTP cyclohydrolase II activity
rib1,GTP binding
rib1,"3,4-dihydroxy-2-butanone-4-phosphate synthase activity"
rib1,hydrolase activity
rib1,cyclohydrolase activity
rib1,metal ion binding
rxt3,molecular_function unknown
mam3,molecular_function unknown
csl4,molecular_function unknown
csl4,RNA binding
rpl19bp,structural constituent of ribosome
trm1,tRNA binding
trm1,RNA binding
trm1,tRNA (guanine-N2-)-methyltransferase activity
trm1,methyltransferase activity
trm1,transferase activity
yor292c,molecular_function unknown
sop4,molecular_function unknown
osw2,molecular_function unknown
rlp24,ATPase activator activity
rlp24,structural constituent of ribosome
rlp24,endonuclease activity
aim7,molecular_function unknown
aim7,actin binding
aim7,Arp2/3 complex binding
erg28,"protein binding, bridging"
ydr278c,molecular_function unknown
rpm2,nuclease activity
rpm2,endonuclease activity
rpm2,ribonuclease P activity
rpm2,hydrolase activity
snu23,molecular_function unknown
snu23,RNA binding
snu23,zinc ion binding
snu23,metal ion binding
sen2,tRNA-intron endonuclease activity
sen2,nucleic acid binding
sen2,nuclease activity
sen2,endonuclease activity
sen2,hydrolase activity
sen2,lyase activity
ykr005c,molecular_function unknown
ctf8,molecular_function unknown
ctf8,DNA binding
rps16ap,structural constituent of ribosome
bud31,molecular_function unknown
pof1,nucleotide binding
pof1,nicotinamide-nucleotide adenylyltransferase activity
pof1,catalytic activity
pof1,ATP binding
pof1,transferase activity
pof1,nucleotidyltransferase activity
pof1,ATPase activity
nab2,tRNA binding
nab2,RNA binding
nab2,mRNA binding
nab2,5S rRNA binding
nab2,poly(A) binding
nab2,7S RNA binding
nab2,ribonuclease P RNA binding
nab2,metal ion binding
srp1,nuclear localization sequence binding
